"Area.Code","Item.Code","Year","ExtractRate"
53,17,2006,2500
53,17,2007,2500
53,17,2008,2500
53,17,2009,2500
53,17,2010,2500
53,17,2011,2500
53,18,2005,10000
53,18,2006,10000
53,18,2007,10000
53,18,2008,10000
53,18,2009,10000
53,18,2010,10000
53,18,2011,10000
53,51,2005,64014.844
53,51,2006,64234.327
53,51,2007,65008.126
53,51,2008,65079.365
53,51,2009,66571.987
53,51,2010,65649.934
53,51,2011,65072.75
53,654,2005,4000
53,654,2006,4000
53,654,2007,4000
53,654,2008,4000
53,654,2009,4000
53,654,2010,4000
53,654,2011,4000
54,15,2005,10000
54,15,2006,10000
54,15,2007,10000
54,15,2008,10000
54,15,2009,10000
54,15,2010,10000
54,15,2011,10000
54,16,2005,6171.123
54,16,2006,6312.155
54,16,2007,6515.152
54,16,2008,6263.456
54,16,2009,6044.248
54,16,2010,6386.111
54,16,2011,6015.528
54,17,2005,2093.583
54,17,2006,1936.464
54,17,2007,1966.667
54,17,2008,1779.037
54,17,2009,2050.147
54,17,2010,1711.111
54,17,2011,1795.031
54,19,2005,0
54,19,2006,0
54,19,2007,0
54,19,2008,0
54,19,2009,0
54,19,2010,200
54,19,2011,200
54,20,2005,10000
54,20,2006,10000
54,20,2007,0
54,20,2008,0
54,20,2009,0
54,20,2010,0
54,20,2011,0
54,22,2005,12000
54,22,2006,12000
54,22,2007,12000
54,22,2008,12000
54,22,2009,12000
54,22,2010,11000
54,22,2011,11000
54,23,2005,8500
54,23,2006,8500
54,23,2007,8500
54,23,2008,8500
54,23,2009,8500
54,23,2010,8500
54,23,2011,8500
54,24,2005,1000
54,24,2006,1000
54,24,2007,1000
54,24,2008,1000
54,24,2009,1000
54,24,2010,1000
54,24,2011,1000
54,41,2005,10000
54,41,2006,10000
54,41,2007,10000
54,41,2008,10000
54,41,2009,10000
54,41,2010,10000
54,41,2011,10000
54,49,2005,8000
54,49,2006,8000
54,49,2007,8000
54,49,2008,8000
54,49,2009,8000
54,49,2010,8000
54,49,2011,8000
54,50,2005,8000
54,50,2006,8000
54,50,2007,8000
54,50,2008,8000
54,50,2009,8000
54,50,2010,8000
54,50,2011,8000
54,51,2005,68914.124
54,51,2006,82700.016
54,51,2007,76487.988
54,51,2008,60506.075
54,51,2009,60362.378
54,51,2010,60277.799
54,51,2011,60183.685
54,110,2005,10000
54,110,2006,10000
54,110,2007,10000
54,110,2008,10000
54,110,2009,10000
54,110,2010,10000
54,110,2011,10000
54,113,2005,10000
54,113,2006,10000
54,113,2007,10000
54,113,2008,10000
54,113,2009,10000
54,113,2010,10000
54,113,2011,10000
54,168,2005,10000
54,168,2006,10000
54,168,2007,10000
54,168,2008,10000
54,168,2009,10000
54,168,2010,10000
54,168,2011,10000
54,172,2005,10000
54,172,2006,10000
54,172,2007,10000
54,172,2008,10000
54,172,2009,10000
54,172,2010,10000
54,172,2011,10000
54,632,2005,5500
54,632,2006,5500
54,632,2007,5500
54,632,2008,5500
54,632,2009,5500
54,632,2010,5500
54,632,2011,5500
54,633,2005,50000
54,633,2006,50000
54,633,2007,50000
54,633,2008,50000
54,633,2009,50000
54,633,2010,50000
54,633,2011,50000
54,634,2005,6400
54,634,2006,6400
54,634,2007,6394.737
54,634,2008,6400
54,634,2009,6391.892
54,634,2010,6391.892
54,634,2011,6391.892
54,654,2005,3500
54,654,2006,3500
54,654,2007,3500
54,654,2008,3500
54,654,2009,3500
54,654,2010,3500
54,654,2011,3500
55,18,2005,10000
55,18,2006,10000
55,18,2007,10000
55,18,2008,10000
55,18,2009,10000
55,18,2010,10000
55,18,2011,10000
55,634,2005,2000
55,634,2006,2000
55,634,2007,2000
55,634,2008,2000
55,634,2009,2000
55,634,2010,1923.077
55,634,2011,1923.077
55,654,2005,4000
55,654,2006,4000
55,654,2007,4000
55,654,2008,4000
55,654,2009,4000
55,654,2010,4000
55,654,2011,4000
56,16,2005,7189.116
56,16,2006,7144.962
56,16,2007,7186.13
56,16,2008,7194.323
56,16,2009,7188.093
56,16,2010,7135.689
56,16,2011,7154.333
56,17,2005,2000
56,17,2006,2000
56,17,2007,2000
56,17,2008,2000
56,17,2009,2000
56,17,2010,2000
56,17,2011,2000
56,18,2005,10000
56,18,2006,10000
56,18,2007,10000
56,18,2008,10000
56,18,2009,10000
56,18,2010,10000
56,18,2011,10000
56,20,2005,12500
56,20,2006,12500
56,20,2007,12500
56,20,2008,12500
56,20,2009,12500
56,20,2010,12500
56,20,2011,12500
56,22,2005,10000
56,22,2006,10000
56,22,2007,10000
56,22,2008,10000
56,22,2009,10000
56,22,2010,10000
56,22,2011,10000
56,51,2005,62131.325
56,51,2006,62325.863
56,51,2007,63693.442
56,51,2008,63796.168
56,51,2009,63836.421
56,51,2010,61448.44
56,51,2011,62773.445
56,168,2005,10000
56,168,2006,10000
56,168,2007,10000
56,168,2008,10000
56,168,2009,10000
56,168,2010,10000
56,168,2011,10000
56,634,2005,4892.157
56,634,2006,4906.465
56,634,2007,4881.652
56,634,2008,4927.034
56,634,2009,4878.952
56,634,2010,5332.83
56,634,2011,5330.66
56,654,2005,4000
56,654,2006,4000
56,654,2007,4000
56,654,2008,4000
56,654,2009,4000
56,654,2010,4000
56,654,2011,4000
57,15,2005,10000
57,15,2006,10000
57,15,2007,10000
57,15,2008,10000
57,15,2009,10000
57,15,2010,10000
57,15,2011,10000
57,16,2005,7800
57,16,2006,7800
57,16,2007,7800
57,16,2008,7800
57,16,2009,7800
57,16,2010,7800
57,16,2011,7800
57,17,2005,2000
57,17,2006,2000
57,17,2007,2000
57,17,2008,2000
57,17,2009,2000
57,17,2010,2000
57,17,2011,2000
57,18,2005,10000
57,18,2006,10000
57,18,2007,10000
57,18,2008,10000
57,18,2009,10000
57,18,2010,10000
57,18,2011,10000
57,20,2005,10000
57,20,2006,10000
57,20,2007,10000
57,20,2008,10000
57,20,2009,10000
57,20,2010,10000
57,20,2011,10000
57,22,2005,10000
57,22,2006,10007.752
57,22,2007,10031.496
57,22,2008,10123.188
57,22,2009,10071.942
57,22,2010,10000
57,22,2011,10000
57,23,2005,7500
57,23,2006,7500
57,23,2007,7500
57,23,2008,7500
57,23,2009,7500
57,23,2010,7500
57,23,2011,7500
57,24,2005,800
57,24,2006,800
57,24,2007,800
57,24,2008,800
57,24,2009,800
57,24,2010,800
57,24,2011,800
57,41,2005,10000
57,41,2006,10000
57,41,2007,10000
57,41,2008,10000
57,41,2009,10000
57,41,2010,10000
57,41,2011,10000
57,49,2005,8474.576
57,49,2006,8396.947
57,49,2007,8407.08
57,49,2008,8400
57,49,2009,8400
57,49,2010,8398.32
57,49,2011,8423.913
57,50,2005,8000
57,50,2006,8000
57,50,2007,8000
57,50,2008,8000
57,50,2009,8000
57,50,2010,8000
57,50,2011,8000
57,51,2005,64640.476
57,51,2006,64495.146
57,51,2007,64544.465
57,51,2008,64664.234
57,51,2009,64922.929
57,51,2010,64658.023
57,51,2011,64530.055
57,110,2005,10000
57,110,2006,10000
57,110,2007,10000
57,110,2008,10000
57,110,2009,10000
57,110,2010,10000
57,110,2011,10000
57,168,2005,10120
57,168,2006,10000
57,168,2007,10000
57,168,2008,10000
57,168,2009,10000
57,168,2010,10000
57,168,2011,10000
57,632,2005,4000
57,632,2006,4000
57,632,2007,4000
57,632,2008,4000
57,632,2009,4000
57,632,2010,4000
57,632,2011,4000
57,633,2005,50344.828
57,633,2006,50000
57,633,2007,50000
57,633,2008,50000
57,633,2009,50000
57,633,2010,50000
57,633,2011,50000
57,634,2005,4010.55
57,634,2006,4000.373
57,634,2007,4005.994
57,634,2008,4000
57,634,2009,4000
57,634,2010,4000
57,634,2011,4000
57,654,2005,5000
57,654,2006,5000
57,654,2007,5000
57,654,2008,5000
57,654,2009,5000
57,654,2010,5000
57,654,2011,5000
58,15,2005,10000
58,15,2006,10000
58,15,2007,10000
58,15,2008,10000
58,15,2009,10000
58,15,2010,10000
58,15,2011,10000
58,16,2005,7630.222
58,16,2006,7587.129
58,16,2007,7629.587
58,16,2008,7603.661
58,16,2009,7638.329
58,16,2010,7641.37
58,16,2011,7656.396
58,17,2005,2200
58,17,2006,2200
58,17,2007,2200
58,17,2008,2200
58,17,2009,2200
58,17,2010,2200
58,17,2011,2200
58,49,2005,7700
58,49,2006,7700
58,49,2007,7700
58,49,2008,7700
58,49,2009,7700
58,49,2010,7700
58,49,2011,7700
58,51,2005,63636.846
58,51,2006,63315.183
58,51,2007,63362.966
58,51,2008,69408.638
58,51,2009,63884.157
58,51,2010,62423.119
58,51,2011,62541.838
58,168,2005,10000
58,168,2006,10000
58,168,2007,10000
58,168,2008,10000
58,168,2009,10000
58,168,2010,10000
58,168,2011,10000
58,634,2005,2000
58,634,2006,2000
58,634,2007,2000
58,634,2008,2000
58,634,2009,2000
58,634,2010,2000
58,634,2011,2000
58,654,2005,4000
58,654,2006,4000
58,654,2007,4000
58,654,2008,4000
58,654,2009,4000
58,654,2010,4000
58,654,2011,4000
59,15,2005,10000
59,15,2006,10000
59,15,2007,10000
59,15,2008,10000
59,15,2009,10000
59,15,2010,10000
59,15,2011,10000
59,16,2005,8200
59,16,2006,8200
59,16,2007,8200
59,16,2008,8200
59,16,2009,8200
59,16,2010,8200
59,16,2011,8200
59,17,2005,1800
59,17,2006,1800
59,17,2007,1800
59,17,2008,1800
59,17,2009,1800
59,17,2010,1800
59,17,2011,1800
59,18,2005,10000
59,18,2006,10000
59,18,2007,10000
59,18,2008,10000
59,18,2009,10000
59,18,2010,10000
59,18,2011,10000
59,20,2005,12000
59,20,2006,12000
59,20,2007,12000
59,20,2008,12000
59,20,2009,12000
59,20,2010,12000
59,20,2011,12000
59,22,2005,10000
59,22,2006,10000
59,22,2007,10000
59,22,2008,10000
59,22,2009,10000
59,22,2010,10000
59,22,2011,10000
59,41,2005,10000
59,41,2006,10000
59,41,2007,10000
59,41,2008,10000
59,41,2009,10000
59,41,2010,10000
59,41,2011,10000
59,49,2005,8000
59,49,2006,8000
59,49,2007,8000
59,49,2008,8000
59,49,2009,8000
59,49,2010,8000
59,49,2011,8000
59,51,2005,65000.126
59,51,2006,65310.051
59,51,2007,65007.897
59,51,2008,65030.076
59,51,2009,65011.86
59,51,2010,65007.454
59,51,2011,64988.052
59,110,2005,10000
59,110,2006,10000
59,110,2007,10000
59,110,2008,10000
59,110,2009,10000
59,110,2010,10000
59,110,2011,10000
59,168,2005,10000
59,168,2006,10000
59,168,2007,10000
59,168,2008,10000
59,168,2009,10000
59,168,2010,10000
59,168,2011,10000
59,172,2005,9163.437
59,172,2006,9165.961
59,172,2007,9165.89
59,172,2008,9159.504
59,172,2009,9161.279
59,172,2010,9160.757
59,172,2011,9157.632
59,632,2005,2500
59,632,2006,2500
59,632,2007,2500
59,632,2008,2500
59,632,2009,2500
59,632,2010,2500
59,632,2011,2500
59,633,2005,12000
59,633,2006,12000
59,633,2007,12000
59,633,2008,12000
59,633,2009,12000
59,633,2010,12000
59,633,2011,12000
59,634,2005,2333.333
59,634,2006,1944.444
59,634,2007,1944.444
59,634,2008,2322.581
59,634,2009,2322.581
59,634,2010,2294.118
59,634,2011,2300
60,16,2005,8000
60,16,2006,8000
60,16,2007,8000
60,16,2008,8000
60,16,2009,8000
60,16,2010,8000
60,16,2011,8000
60,17,2005,1800
60,17,2006,1800
60,17,2007,1800
60,17,2008,1800
60,17,2009,1800
60,17,2010,1800
60,17,2011,1800
60,18,2005,10000
60,18,2006,10000
60,18,2007,10000
60,18,2008,10000
60,18,2009,10000
60,18,2010,10000
60,18,2011,10000
60,20,2005,12000
60,20,2006,12000
60,20,2007,12000
60,20,2008,12000
60,20,2009,12000
60,20,2010,12000
60,20,2011,12000
60,22,2005,10000
60,22,2006,10000
60,22,2007,10000
60,22,2008,10000
60,22,2009,10000
60,22,2010,10000
60,22,2011,10000
60,41,2005,9000
60,41,2006,9000
60,41,2007,9000
60,41,2008,9000
60,41,2009,9000
60,41,2010,9000
60,41,2011,9000
60,51,2005,62987.952
60,51,2006,62988.983
60,51,2007,62978.274
60,51,2008,64596.605
60,51,2009,64749.594
60,51,2010,64953
60,51,2011,64853.375
60,110,2005,11000
60,110,2006,11000
60,110,2007,11000
60,110,2008,11000
60,110,2009,11000
60,110,2010,11000
60,110,2011,11000
60,168,2005,10000
60,168,2006,10000
60,168,2007,10000
60,168,2008,10000
60,168,2009,10000
60,168,2010,10000
60,168,2011,10000
60,633,2005,50000
60,633,2006,50000
60,633,2007,50000
60,633,2008,50000
60,633,2009,50000
60,633,2010,50000
60,633,2011,50000
60,634,2005,5000
60,634,2006,5000
60,634,2007,5000
60,634,2008,5000
60,634,2009,5000
60,634,2010,5000
60,634,2011,5000
60,654,2005,4000
60,654,2006,4000
60,654,2007,4000
60,654,2008,4000
60,654,2009,4000
60,654,2010,4000
60,654,2011,4000
62,15,2005,10000
62,15,2006,10000
62,15,2007,10000
62,15,2008,10000
62,15,2009,10000
62,15,2010,10000
62,15,2011,10000
62,16,2005,9000
62,16,2006,9000
62,16,2007,9000
62,16,2008,9000
62,16,2009,9000
62,16,2010,9000
62,16,2011,9000
62,17,2005,800
62,17,2006,800
62,17,2007,800
62,17,2008,800
62,17,2009,800
62,17,2010,800
62,17,2011,800
62,18,2005,10000
62,18,2006,10000
62,18,2007,10000
62,18,2008,10000
62,18,2009,10000
62,18,2010,10000
62,18,2011,10000
62,20,2005,12000
62,20,2006,12000
62,20,2007,12000
62,20,2008,12000
62,20,2009,12000
62,20,2010,12000
62,20,2011,12000
62,22,2005,10000
62,22,2006,10000
62,22,2007,10000
62,22,2008,10000
62,22,2009,10000
62,22,2010,10000
62,22,2011,10000
62,49,2005,7000
62,49,2006,7000
62,49,2007,7000
62,49,2008,7000
62,49,2009,7000
62,49,2010,7000
62,49,2011,7000
62,51,2005,65000
62,51,2006,65000
62,51,2007,65000
62,51,2008,65000
62,51,2009,65000
62,51,2010,65000
62,51,2011,65000
62,634,2005,7000
62,634,2006,7000
62,634,2007,7000
62,634,2008,7000
62,634,2009,7000
62,634,2010,7000
62,634,2011,7000
63,15,2005,10000
63,15,2006,10000
63,15,2007,10000
63,15,2008,10000
63,15,2009,10000
63,15,2010,10000
63,15,2011,10000
63,16,2005,6800
63,16,2006,6800
63,16,2007,6800
63,16,2008,7800
63,16,2009,7800
63,16,2010,7800
63,16,2011,7800
63,17,2005,1700
63,17,2006,1700
63,17,2007,1700
63,17,2008,1700
63,17,2009,1700
63,17,2010,1700
63,17,2011,1700
63,20,2005,0
63,20,2006,0
63,20,2007,10000
63,20,2008,10000
63,20,2009,10000
63,20,2010,10000
63,20,2011,10000
63,49,2005,8000
63,49,2006,8000
63,49,2007,8000
63,49,2008,8000
63,49,2009,8000
63,49,2010,8000
63,49,2011,8000
63,50,2005,8000
63,50,2006,8000
63,50,2007,8000
63,50,2008,8000
63,50,2009,8000
63,50,2010,8000
63,50,2011,8000
63,51,2005,72569.189
63,51,2006,72277.778
63,51,2007,72389.744
63,51,2008,72420.339
63,51,2009,71939.412
63,51,2010,71828.889
63,51,2011,71516.842
63,113,2005,10000
63,113,2006,10000
63,113,2007,10000
63,113,2008,10000
63,113,2009,10000
63,113,2010,10000
63,113,2011,10000
63,633,2005,50000
63,633,2006,50000
63,633,2007,50000
63,633,2008,50000
63,633,2009,50000
63,633,2010,50000
63,633,2011,50000
63,634,2005,4395.288
63,634,2006,4359.524
63,634,2007,4408.163
63,634,2008,4408.696
63,634,2009,4400.943
63,634,2010,4432.353
63,634,2011,4394.805
63,654,2005,5000
63,654,2006,5000
63,654,2007,5000
63,654,2008,5000
63,654,2009,5000
63,654,2010,5000
63,654,2011,5000
66,16,2005,7200
66,16,2006,7200
66,16,2007,7200
66,16,2008,7200
66,16,2009,7200
66,16,2010,7200
66,16,2011,7200
66,17,2005,2600
66,17,2006,2600
66,17,2007,2600
66,17,2008,2600
66,17,2009,2600
66,17,2010,2600
66,17,2011,2600
66,18,2005,10000
66,18,2006,10000
66,18,2007,10000
66,18,2008,10000
66,18,2009,10000
66,18,2010,10000
66,18,2011,10000
66,19,2005,200
66,19,2006,200
66,19,2007,200
66,19,2008,200
66,19,2009,200
66,19,2010,200
66,19,2011,200
66,20,2005,12000
66,20,2006,12000
66,20,2007,12000
66,20,2008,12000
66,20,2009,12000
66,20,2010,12000
66,20,2011,12000
66,22,2005,10000
66,22,2006,10000
66,22,2007,10000
66,22,2008,10000
66,22,2009,10000
66,22,2010,10000
66,22,2011,10000
66,41,2005,6000
66,41,2006,6000
66,41,2007,6000
66,41,2008,6000
66,41,2009,6000
66,41,2010,6000
66,41,2011,6000
66,51,2005,75862.069
66,51,2006,75862.069
66,51,2007,76000
66,51,2008,76000
66,51,2009,76923.077
66,51,2010,76666.667
66,51,2011,76666.667
66,110,2005,10000
66,110,2006,10000
66,110,2007,10000
66,110,2008,10000
66,110,2009,10000
66,110,2010,10000
66,110,2011,10000
66,168,2005,10000
66,168,2006,10000
66,168,2007,10000
66,168,2008,10000
66,168,2009,10000
66,168,2010,10000
66,168,2011,10000
66,633,2005,51703.86
66,633,2006,55289.803
66,633,2007,64175.338
66,633,2008,59830.339
66,633,2009,63550.928
66,633,2010,73696.831
66,633,2011,62964.124
66,634,2005,5000
66,634,2006,5000
66,634,2007,5000
66,634,2008,5000
66,634,2009,5000
66,634,2010,5000
66,634,2011,5000
67,15,2005,10000
67,15,2006,10000
67,15,2007,10000
67,15,2008,10000
67,15,2009,10000
67,15,2010,10000
67,15,2011,10000
67,16,2005,7500
67,16,2006,7500
67,16,2007,7500
67,16,2008,7500
67,16,2009,7500
67,16,2010,7500
67,16,2011,7500
67,17,2005,2200
67,17,2006,2200
67,17,2007,2200
67,17,2008,2200
67,17,2009,2200
67,17,2010,2200
67,17,2011,2200
67,18,2005,10000
67,18,2006,10000
67,18,2007,10000
67,18,2008,10000
67,18,2009,10000
67,18,2010,10000
67,18,2011,10000
67,19,2005,200
67,19,2006,200
67,19,2007,200
67,19,2008,200
67,19,2009,200
67,19,2010,200
67,19,2011,200
67,20,2005,12000
67,20,2006,12000
67,20,2007,12000
67,20,2008,12000
67,20,2009,12000
67,20,2010,12000
67,20,2011,12000
67,22,2005,10000
67,22,2006,10000
67,22,2007,10000
67,22,2008,10000
67,22,2009,10000
67,22,2010,10000
67,22,2011,10000
67,23,2005,8500
67,23,2006,8500
67,23,2007,8500
67,23,2008,8500
67,23,2009,8500
67,23,2010,8500
67,23,2011,8500
67,24,2005,1000
67,24,2006,1000
67,24,2007,1000
67,24,2008,1000
67,24,2009,1000
67,24,2010,1000
67,24,2011,1000
67,49,2005,6250
67,49,2006,6250
67,49,2007,6250
67,49,2008,6250
67,49,2009,6250
67,49,2010,6250
67,49,2011,6250
67,50,2005,8000
67,50,2006,8000
67,50,2007,8000
67,50,2008,8000
67,50,2009,8000
67,50,2010,8000
67,50,2011,8000
67,51,2005,50296
67,51,2006,49905.325
67,51,2007,50068.182
67,51,2008,49894.118
67,51,2009,49741.176
67,51,2010,50012.422
67,51,2011,49658.824
67,110,2005,10000
67,110,2006,10000
67,110,2007,10000
67,110,2008,10000
67,110,2009,10000
67,110,2010,10000
67,110,2011,10000
67,113,2005,10000
67,113,2006,10000
67,113,2007,10000
67,113,2008,10000
67,113,2009,10000
67,113,2010,10000
67,113,2011,10000
67,168,2005,20000
67,168,2006,20000
67,168,2007,20000
67,168,2008,20000
67,168,2009,20000
67,168,2010,20000
67,168,2011,20000
67,172,2005,11000
67,172,2006,11000
67,172,2007,11000
67,172,2008,11000
67,172,2009,11000
67,172,2010,11000
67,172,2011,11000
67,633,2005,50000
67,633,2006,50000
67,633,2007,50000
67,633,2008,50000
67,633,2009,50000
67,633,2010,50000
67,633,2011,50000
67,634,2005,6008.392
67,634,2006,6639.719
67,634,2007,6564.082
67,634,2008,6501.943
67,634,2009,6245.665
67,634,2010,6520.421
67,634,2011,6514.107
67,654,2005,3000
67,654,2006,3000
67,654,2007,3000
67,654,2008,3000
67,654,2009,3000
67,654,2010,3000
67,654,2011,3000
68,15,2005,10000
68,15,2006,10000
68,15,2007,10000
68,15,2008,10000
68,15,2009,10000
68,15,2010,10000
68,15,2011,10000
68,16,2005,7700
68,16,2006,7700
68,16,2007,7700
68,16,2008,7700
68,16,2009,7700
68,16,2010,7700
68,16,2011,7700
68,17,2005,2000
68,17,2006,2000
68,17,2007,2000
68,17,2008,2000
68,17,2009,2000
68,17,2010,2000
68,17,2011,2000
68,19,2005,100
68,19,2006,100
68,19,2007,100
68,19,2008,100
68,19,2009,100
68,19,2010,100
68,19,2011,100
68,20,2005,10000
68,20,2006,10000
68,20,2007,10000
68,20,2008,10000
68,20,2009,10000
68,20,2010,10000
68,20,2011,10000
68,23,2005,8500
68,23,2006,8500
68,23,2007,8500
68,23,2008,8500
68,23,2009,8500
68,23,2010,8500
68,23,2011,8500
68,24,2005,1000
68,24,2006,1000
68,24,2007,1000
68,24,2008,1000
68,24,2009,1000
68,24,2010,1000
68,24,2011,1000
68,41,2005,8000
68,41,2006,8000
68,41,2007,8000
68,41,2008,8000
68,41,2009,8000
68,41,2010,8000
68,41,2011,8000
68,49,2005,7000
68,49,2006,7000
68,49,2007,7000
68,49,2008,7000
68,49,2009,7000
68,49,2010,7000
68,49,2011,7000
68,50,2005,8000
68,50,2006,8000
68,50,2007,8000
68,50,2008,8000
68,50,2009,8000
68,50,2010,8000
68,50,2011,8000
68,51,2005,56524
68,51,2006,56302.521
68,51,2007,59905.66
68,51,2008,59232.099
68,51,2009,58181.961
68,51,2010,59139.184
68,51,2011,59126.866
68,113,2005,10000
68,113,2006,10000
68,113,2007,10000
68,113,2008,10000
68,113,2009,10000
68,113,2010,10000
68,113,2011,10000
68,168,2005,10000
68,168,2006,10000
68,168,2007,10000
68,168,2008,10000
68,168,2009,10000
68,168,2010,10000
68,168,2011,10000
68,172,2005,10000
68,172,2006,10000
68,172,2007,10000
68,172,2008,10000
68,172,2009,10000
68,172,2010,10000
68,172,2011,10000
68,632,2005,2500
68,632,2006,2500
68,632,2007,2500
68,632,2008,2500
68,632,2009,2500
68,632,2010,2500
68,632,2011,2500
68,633,2005,50000
68,633,2006,50000
68,633,2007,50000
68,633,2008,50000
68,633,2009,50000
68,633,2010,50000
68,633,2011,50000
68,634,2005,4848.485
68,634,2006,4874.85
68,634,2007,4800
68,634,2008,4798.762
68,634,2009,4800.873
68,634,2010,4800
68,634,2011,4797.98
68,654,2005,3000
68,654,2006,3000
68,654,2007,3000
68,654,2008,3000
68,654,2009,3000
68,654,2010,3000
68,654,2011,3000
68,846,2005,10000
68,846,2006,10000
68,846,2007,10000
68,846,2008,10000
68,846,2009,10000
68,846,2010,10000
68,846,2011,10000
69,634,2005,1302.326
69,634,2006,1302.326
69,634,2007,1302.326
69,634,2008,1302.326
69,634,2009,1302.326
69,634,2010,1302.326
69,634,2011,1302.326
69,654,2005,4000
69,654,2006,4000
69,654,2007,4000
69,654,2008,4000
69,654,2009,4000
69,654,2010,4000
69,654,2011,4000
70,16,2005,7200
70,16,2006,7200
70,16,2007,7200
70,16,2008,7200
70,16,2009,7200
70,16,2010,7200
70,16,2011,7200
70,17,2005,2600
70,17,2006,2600
70,17,2007,2600
70,17,2008,2600
70,17,2009,2600
70,17,2010,2600
70,17,2011,2600
70,51,2005,50000
70,51,2006,50000
70,51,2007,50000
70,51,2008,50000
70,51,2009,50000
70,51,2010,50000
70,51,2011,50000
72,16,2005,8000
72,16,2006,8000
72,16,2007,8000
72,16,2008,8000
72,16,2009,8000
72,16,2010,8000
72,16,2011,8000
72,17,2005,2000
72,17,2006,2000
72,17,2007,2000
72,17,2008,2000
72,17,2009,2000
72,17,2010,2000
72,17,2011,2000
73,15,2005,10000
73,15,2006,10000
73,15,2007,10000
73,15,2008,10000
73,15,2009,10000
73,15,2010,10000
73,15,2011,10000
73,16,2005,7300
73,16,2006,7300
73,16,2007,7300
73,16,2008,7300
73,16,2009,7300
73,16,2010,7300
73,16,2011,7300
73,17,2005,2200
73,17,2006,2200
73,17,2007,2200
73,17,2008,2200
73,17,2009,2200
73,17,2010,2200
73,17,2011,2200
73,19,2005,300
73,19,2006,300
73,19,2007,300
73,19,2008,300
73,19,2009,300
73,19,2010,300
73,19,2011,300
73,23,2005,7500
73,23,2006,7500
73,23,2007,7500
73,23,2008,7500
73,23,2009,7500
73,23,2010,7500
73,23,2011,7500
73,24,2005,800
73,24,2006,800
73,24,2007,800
73,24,2008,800
73,24,2009,800
73,24,2010,800
73,24,2011,800
73,49,2005,7700
73,49,2006,7700
73,49,2007,7700
73,49,2008,7700
73,49,2009,7700
73,49,2010,7700
73,49,2011,7700
73,51,2005,64102.564
73,51,2006,64935.065
73,51,2007,64935.065
73,51,2008,64935.065
73,51,2009,64285.714
73,51,2010,64666.667
73,51,2011,64117.647
73,172,2005,11000
73,172,2006,11000
73,172,2007,11000
73,172,2008,11000
73,172,2009,11000
73,172,2010,11000
73,172,2011,11000
73,632,2005,5000
73,632,2006,5000
73,632,2007,5000
73,632,2008,5000
73,632,2009,5000
73,632,2010,5000
73,632,2011,5000
73,633,2005,54900
73,633,2006,54900
73,633,2007,54900
73,633,2008,54900
73,633,2009,54900
73,633,2010,54900
73,633,2011,54900
73,634,2005,3395.522
73,634,2006,3402.778
73,634,2007,3515.85
73,634,2008,3506.494
73,634,2009,3684.211
73,634,2010,3501.873
73,634,2011,3497.942
73,654,2005,5000
73,654,2006,5000
73,654,2007,5000
73,654,2008,5000
73,654,2009,5000
73,654,2010,5000
73,654,2011,5000
74,16,2005,7000
74,16,2006,7000
74,16,2007,7000
74,16,2008,7000
74,16,2009,7000
74,16,2010,7000
74,16,2011,7000
74,17,2005,2500
74,17,2006,2500
74,17,2007,2500
74,17,2008,2500
74,17,2009,2500
74,17,2010,2500
74,17,2011,2500
74,51,2005,75221.239
74,51,2006,75000
74,51,2007,75000
74,51,2008,75862.069
74,51,2009,78571.429
74,51,2010,84615.385
74,51,2011,83333.333
75,16,2005,9500
75,16,2006,9500
75,16,2007,9500
75,16,2008,9500
75,16,2009,9500
75,16,2010,9500
75,16,2011,9500
75,17,2005,300
75,17,2006,300
75,17,2007,300
75,17,2008,300
75,17,2009,300
75,17,2010,300
75,17,2011,300
75,51,2005,65000
75,51,2006,65000
75,51,2007,65000
75,51,2008,65000
75,51,2009,65000
75,51,2010,65000
75,51,2011,65000
75,654,2005,4000
75,654,2006,4000
75,654,2007,4000
75,654,2008,4000
75,654,2009,4000
75,654,2010,4000
75,654,2011,4000
76,15,2005,10000
76,15,2006,10000
76,15,2007,10000
76,15,2008,10000
76,15,2009,10000
76,15,2010,10000
76,15,2011,10000
76,16,2005,8000
76,16,2006,8000
76,16,2007,8000
76,16,2008,8000
76,16,2009,8000
76,16,2010,8000
76,16,2011,8000
79,15,2005,10000
79,15,2006,10000
79,15,2007,10000
79,15,2008,10000
79,15,2009,10000
79,15,2010,10000
79,15,2011,10000
79,16,2005,7929.946
79,16,2006,8002.041
79,16,2007,8090.123
79,16,2008,8060.287
79,16,2009,7969.412
79,16,2010,7954.545
79,16,2011,7920.11
79,17,2005,1535.656
79,17,2006,1500
79,17,2007,1500
79,17,2008,1499.816
79,17,2009,1500
79,17,2010,1500
79,17,2011,1499.082
79,19,2005,199.975
79,19,2006,200.255
79,19,2007,200
79,19,2008,199.73
79,19,2009,200
79,19,2010,200
79,19,2011,200
79,20,2005,10000
79,20,2006,10000
79,20,2007,10000
79,20,2008,10000
79,20,2009,10000
79,20,2010,10000
79,20,2011,10000
79,22,2005,10000
79,22,2006,10000
79,22,2007,10000
79,22,2008,10000
79,22,2009,10000
79,22,2010,10000
79,22,2011,10000
79,23,2005,8400
79,23,2006,8400
79,23,2007,8400
79,23,2008,8400
79,23,2009,8400
79,23,2010,8400
79,23,2011,8400
