"Area.Code","Item.Code","Element.Code","Year","Trade"
126,50,5611,2006,0.313
126,50,5911,2006,0.069
126,51,5611,2006,26.259
126,51,5911,2006,12.795
126,110,5611,2006,0.011
126,110,5911,2006,0.007
126,113,5611,2006,2.093
126,113,5911,2006,3.389
126,154,5611,2006,0.077
126,154,5911,2006,0.005
126,166,5611,2006,0.001
126,166,5911,2006,0.001
126,168,5611,2006,7.745
126,168,5911,2006,5.02
126,172,5611,2006,22.849
126,172,5911,2006,10.745
126,175,5611,2006,4.96
126,175,5911,2006,1.063
126,632,5611,2006,14.342
126,632,5911,2006,6.987
126,633,5611,2006,92.191
126,633,5911,2006,35.333
126,634,5611,2006,11.937
126,634,5911,2006,4.864
126,654,5611,2006,28.811
126,654,5911,2006,59.842
126,846,5611,2006,20.973
126,846,5911,2006,8.766
128,15,5611,2006,0.001
128,15,5911,2006,0
128,16,5611,2006,8.972
128,16,5911,2006,0.035
128,17,5611,2006,0.066
128,17,5911,2006,0
128,18,5611,2006,2.62
128,18,5911,2006,0.003
128,19,5611,2006,0
128,20,5611,2006,0.084
128,20,5911,2006,0.001
128,22,5611,2006,8.016
128,22,5911,2006,0.471
128,23,5611,2006,0.297
128,23,5911,2006,0
128,24,5611,2006,0.003
128,24,5911,2006,0
128,41,5611,2006,0.892
128,41,5911,2006,0.008
128,49,5611,2006,0.001
128,50,5611,2006,0.265
128,50,5911,2006,0.015
128,51,5611,2006,15.79
128,51,5911,2006,0.265
128,110,5611,2006,0.043
128,110,5911,2006,0
128,113,5611,2006,0.213
128,113,5911,2006,0.002
128,154,5611,2006,0
128,166,5611,2006,0.051
128,168,5611,2006,2.612
128,168,5911,2006,0.145
128,172,5611,2006,0.043
128,172,5911,2006,0.001
128,632,5611,2006,0.292
128,632,5911,2006,0
128,633,5611,2006,37.699
128,633,5911,2006,0.423
128,634,5611,2006,1.703
128,634,5911,2006,0.294
128,654,5611,2006,0
128,654,5911,2006,0
128,846,5611,2006,0
129,15,5611,2006,49.1
129,15,5911,2006,0
129,16,5611,2006,48.707
129,16,5911,2006,0
129,17,5611,2006,0
129,17,5911,2006,0
129,18,5611,2006,6.421
129,18,5911,2006,0
129,19,5611,2006,0
129,20,5611,2006,0.049
129,20,5911,2006,0
129,22,5611,2006,0.967
129,22,5911,2006,0.116
129,23,5611,2006,0
129,24,5611,2006,0
129,41,5611,2006,0.138
129,41,5911,2006,0.003
129,49,5611,2006,7.044
129,49,5911,2006,0.005
129,50,5611,2006,0
129,51,5611,2006,0.008
129,51,5911,2006,0.151
129,110,5611,2006,0
129,113,5611,2006,0.002
129,113,5911,2006,0.002
129,154,5611,2006,0
129,154,5911,2006,0
129,166,5611,2006,0
129,168,5611,2006,1.091
129,168,5911,2006,0.005
129,172,5611,2006,0.977
129,632,5611,2006,5.983
129,632,5911,2006,0
129,633,5611,2006,0.058
129,633,5911,2006,0.254
129,634,5611,2006,0.214
129,634,5911,2006,0.127
129,654,5911,2006,0.012
130,15,5611,2006,85.795
130,15,5911,2006,0
130,16,5611,2006,3.562
130,16,5911,2006,1.414
130,17,5611,2006,0
130,17,5911,2006,1.914
130,18,5611,2006,0.076
130,18,5911,2006,0
130,19,5911,2006,0
130,20,5611,2006,0.032
130,20,5911,2006,0
130,22,5611,2006,0.403
130,22,5911,2006,0.056
130,23,5611,2006,0.006
130,24,5611,2006,0.072
130,24,5911,2006,0
130,41,5611,2006,0.125
130,41,5911,2006,0.001
130,49,5611,2006,3.336
130,50,5611,2006,0.079
130,50,5911,2006,0
130,51,5611,2006,0.083
130,51,5911,2006,0
130,110,5611,2006,0.003
130,110,5911,2006,0
130,113,5611,2006,0.092
130,113,5911,2006,0
130,154,5611,2006,0
130,166,5611,2006,0
130,168,5611,2006,1.346
130,168,5911,2006,0
130,172,5611,2006,0.7
130,632,5611,2006,0.171
130,632,5911,2006,2.227
130,633,5611,2006,0.733
130,633,5911,2006,0
130,634,5611,2006,0.076
130,634,5911,2006,0.829
130,654,5911,2006,0
130,846,5611,2006,0
130,846,5911,2006,0
131,15,5611,2006,2131.788
131,15,5911,2006,1.752
131,16,5611,2006,37.736
131,16,5911,2006,47.613
131,17,5611,2006,95.119
131,17,5911,2006,12.138
131,18,5611,2006,4.029
131,18,5911,2006,1.646
131,19,5611,2006,0
131,19,5911,2006,0
131,20,5611,2006,0.77
131,20,5911,2006,1.61
131,22,5611,2006,14.576
131,22,5911,2006,86.694
131,23,5611,2006,6.066
131,23,5911,2006,0.193
131,24,5611,2006,1.6
131,24,5911,2006,0.066
131,41,5611,2006,6.713
131,41,5911,2006,8.846
131,49,5611,2006,34.407
131,49,5911,2006,0
131,50,5611,2006,12.158
131,50,5911,2006,17.769
131,51,5611,2006,8.896
131,51,5911,2006,72.415
131,110,5611,2006,0.396
131,110,5911,2006,17.15
131,113,5611,2006,31.233
131,113,5911,2006,0.834
131,154,5611,2006,37.76
131,154,5911,2006,0.042
131,155,5611,2006,0.124
131,155,5911,2006,0.166
131,166,5611,2006,0.769
131,166,5911,2006,0.001
131,168,5611,2006,16.632
131,168,5911,2006,11.651
131,172,5611,2006,14.081
131,172,5911,2006,8.309
131,632,5611,2006,5.846
131,632,5911,2006,2.209
131,633,5611,2006,14.383
131,633,5911,2006,160.331
131,634,5611,2006,10.327
131,634,5911,2006,10.571
131,654,5611,2006,5.381
131,654,5911,2006,0.069
131,846,5611,2006,18.769
131,846,5911,2006,0.101
132,15,5611,2006,0.003
132,16,5611,2006,16.462
132,16,5911,2006,0
132,18,5611,2006,1.42
132,20,5611,2006,0.021
132,22,5611,2006,2.278
132,22,5911,2006,0
132,23,5611,2006,0
132,41,5611,2006,0.185
132,49,5611,2006,0
132,50,5611,2006,0
132,51,5611,2006,2.161
132,51,5911,2006,0
132,110,5611,2006,0.422
132,113,5611,2006,0
132,154,5611,2006,0
132,168,5611,2006,0.587
132,172,5611,2006,0.009
132,632,5611,2006,0.001
132,633,5611,2006,3.137
132,634,5611,2006,0.374
132,634,5911,2006,0
133,15,5611,2006,114.121
133,15,5911,2006,0.046
133,16,5611,2006,73.4
133,16,5911,2006,0.054
133,17,5611,2006,0
133,17,5911,2006,3.498
133,18,5611,2006,6.903
133,18,5911,2006,0.15
133,19,5611,2006,0
133,19,5911,2006,0.006
133,20,5611,2006,0.047
133,22,5611,2006,2.014
133,22,5911,2006,0
133,23,5611,2006,0.001
133,24,5611,2006,0
133,41,5611,2006,0.21
133,41,5911,2006,0.001
133,49,5611,2006,1.406
133,49,5911,2006,0
133,51,5611,2006,1.035
133,51,5911,2006,0
133,113,5611,2006,0.003
133,113,5911,2006,0
133,166,5611,2006,0
133,168,5611,2006,0.301
133,168,5911,2006,0.661
133,172,5611,2006,1.724
133,632,5611,2006,0.064
133,632,5911,2006,1.13
133,633,5611,2006,1.63
133,633,5911,2006,0.015
133,634,5611,2006,0.21
133,634,5911,2006,0.056
134,15,5611,2006,11.636
134,15,5911,2006,0
134,16,5611,2006,1.669
134,16,5911,2006,0
134,17,5611,2006,0
134,18,5611,2006,4.565
134,18,5911,2006,0.009
134,19,5611,2006,0
134,20,5611,2006,0.664
134,20,5911,2006,0
134,22,5611,2006,5.99
134,22,5911,2006,1.429
134,23,5611,2006,0
134,24,5611,2006,0.08
134,24,5911,2006,0
134,41,5611,2006,2.339
134,41,5911,2006,0.105
134,49,5611,2006,1.691
134,49,5911,2006,0
134,50,5611,2006,0.026
134,50,5911,2006,0.025
134,51,5611,2006,4.49
134,51,5911,2006,0.09
134,110,5611,2006,0.02
134,110,5911,2006,0
134,113,5611,2006,0.163
134,113,5911,2006,0.011
134,154,5611,2006,0.11
134,155,5611,2006,0
134,166,5611,2006,0.001
134,168,5611,2006,0.943
134,168,5911,2006,0.002
134,172,5611,2006,0.258
134,172,5911,2006,0
134,175,5611,2006,0.007
134,175,5911,2006,0
134,632,5611,2006,0.12
134,632,5911,2006,0.004
134,633,5611,2006,7.646
134,633,5911,2006,4.291
134,634,5611,2006,1.397
134,634,5911,2006,0
134,846,5611,2006,0.095
134,846,5911,2006,0
135,15,5611,2006,0
135,16,5611,2006,0
135,16,5911,2006,0
135,17,5611,2006,0
135,18,5611,2006,0
135,18,5911,2006,0
135,19,5611,2006,0
135,20,5611,2006,0
135,20,5911,2006,0
135,22,5611,2006,0
135,22,5911,2006,0
135,24,5611,2006,0
135,41,5611,2006,0
135,41,5911,2006,0
135,49,5611,2006,0
135,50,5611,2006,0
135,51,5611,2006,0
135,51,5911,2006,0
135,110,5611,2006,0
135,110,5911,2006,0
135,113,5611,2006,0
135,154,5611,2006,0
135,154,5911,2006,0
135,155,5611,2006,0
135,166,5611,2006,0
135,168,5611,2006,0
135,168,5911,2006,0
135,172,5611,2006,0
135,172,5911,2006,0
135,632,5611,2006,0
135,632,5911,2006,0
135,633,5611,2006,0
135,633,5911,2006,0
135,634,5611,2006,0
135,634,5911,2006,0
136,15,5611,2006,240.61
136,16,5611,2006,20.206
136,17,5611,2006,0
136,17,5911,2006,0
136,18,5611,2006,5.95
136,18,5911,2006,0
136,20,5611,2006,0.036
136,22,5611,2006,1.453
136,23,5611,2006,0
136,26,5611,2006,0
136,41,5611,2006,0.097
136,49,5611,2006,0.007
136,50,5611,2006,0.461
136,51,5611,2006,0.073
136,110,5611,2006,0.014
136,113,5611,2006,0
136,154,5611,2006,0
136,168,5611,2006,1.407
136,168,5911,2006,0.003
136,172,5611,2006,0.536
136,175,5611,2006,0
136,632,5611,2006,0.33
136,633,5611,2006,5.168
136,633,5911,2006,0
136,634,5611,2006,0.033
137,15,5611,2006,140.26
137,15,5911,2006,0.002
137,16,5611,2006,0.119
137,16,5911,2006,15.942
137,17,5611,2006,0
137,17,5911,2006,0
137,18,5611,2006,0.703
137,18,5911,2006,1.688
137,19,5611,2006,0
137,19,5911,2006,0
137,20,5611,2006,0.702
137,20,5911,2006,0.019
137,22,5611,2006,3.161
137,22,5911,2006,0.157
137,23,5611,2006,0.005
137,24,5611,2006,0.043
137,24,5911,2006,0
137,41,5611,2006,1.166
137,41,5911,2006,0.008
137,49,5611,2006,5.234
137,49,5911,2006,0
137,50,5611,2006,0.867
137,50,5911,2006,0.003
137,51,5611,2006,0.24
137,51,5911,2006,1.032
137,110,5611,2006,0.557
137,110,5911,2006,0.026
137,113,5611,2006,0.024
137,113,5911,2006,0
137,154,5611,2006,0
137,166,5611,2006,0.002
137,166,5911,2006,0
137,168,5611,2006,1.834
137,168,5911,2006,0.424
137,172,5611,2006,0.449
137,172,5911,2006,0.001
137,632,5611,2006,0.002
137,632,5911,2006,5.569
137,633,5611,2006,5.476
137,633,5911,2006,10.648
137,634,5611,2006,0.796
137,634,5911,2006,0.152
137,654,5911,2006,0
137,846,5611,2006,0
138,15,5611,2006,3446.635
138,15,5911,2006,536.372
138,16,5611,2006,55.653
138,16,5911,2006,47.941
138,17,5611,2006,154.002
138,17,5911,2006,0
138,18,5611,2006,6.659
138,18,5911,2006,39.446
138,19,5611,2006,0.008
138,20,5611,2006,1.483
138,20,5911,2006,3.141
138,22,5611,2006,70.34
138,22,5911,2006,179.815
138,23,5611,2006,0.322
138,23,5911,2006,0
138,24,5611,2006,12.122
138,24,5911,2006,0.02
138,41,5611,2006,25.08
138,41,5911,2006,36.703
138,49,5611,2006,246.055
138,49,5911,2006,0
138,50,5611,2006,0
138,50,5911,2006,0
138,51,5611,2006,129.183
138,51,5911,2006,1923.907
138,110,5611,2006,6.321
138,110,5911,2006,2.577
138,113,5611,2006,3236.983
138,113,5911,2006,0.177
138,154,5611,2006,9.563
138,154,5911,2006,0.03
138,166,5611,2006,323.022
138,166,5911,2006,4.644
138,168,5611,2006,35.583
138,168,5911,2006,257.974
138,172,5611,2006,205.229
138,172,5911,2006,27.943
138,175,5911,2006,0
138,632,5611,2006,92.11
138,632,5911,2006,9.232
138,633,5611,2006,90.152
138,633,5911,2006,471.103
138,634,5611,2006,31.806
138,634,5911,2006,156.07
138,654,5611,2006,438.41
138,654,5911,2006,0.002
138,846,5611,2006,146.144
138,846,5911,2006,0
141,15,5611,2006,105.667
141,15,5911,2006,0
141,16,5611,2006,106.992
141,16,5911,2006,0
141,17,5611,2006,0.086
141,17,5911,2006,0.585
141,18,5611,2006,2.796
141,18,5911,2006,0
141,20,5611,2006,0.055
141,22,5611,2006,5.234
141,22,5911,2006,0.001
141,23,5611,2006,0
141,41,5611,2006,0.089
141,49,5611,2006,3.027
141,50,5611,2006,0.014
141,51,5611,2006,11.949
141,51,5911,2006,0.031
141,110,5611,2006,1.356
141,110,5911,2006,0
141,113,5611,2006,0.164
141,154,5611,2006,0
141,166,5611,2006,0
141,168,5611,2006,8.944
141,168,5911,2006,0.005
141,172,5611,2006,0.003
141,632,5611,2006,0
141,632,5911,2006,0
141,633,5611,2006,5.721
141,633,5911,2006,0.01
141,634,5611,2006,0.084
141,634,5911,2006,0.078
142,15,5611,2006,0
142,16,5611,2006,0.085
142,18,5611,2006,0.003
142,20,5611,2006,0.014
142,22,5611,2006,0.013
142,41,5611,2006,0.005
142,50,5611,2006,0.002
142,51,5611,2006,0.227
142,110,5611,2006,0
142,113,5611,2006,0
142,155,5611,2006,0
142,168,5611,2006,0.001
142,172,5611,2006,0
142,632,5611,2006,0.001
142,633,5611,2006,0.141
142,634,5611,2006,0.024
143,15,5611,2006,1825.8
143,15,5911,2006,0
143,16,5611,2006,3.169
143,16,5911,2006,83.417
143,17,5611,2006,143.952
143,17,5911,2006,0
143,18,5611,2006,7.478
143,18,5911,2006,0.084
143,20,5611,2006,0.272
143,20,5911,2006,0.019
143,22,5611,2006,14.276
143,22,5911,2006,0.724
143,23,5611,2006,0.017
143,23,5911,2006,0
143,24,5611,2006,0.031
143,41,5611,2006,2.417
143,41,5911,2006,0.004
143,49,5611,2006,1.765
143,49,5911,2006,0
143,50,5611,2006,0.013
143,50,5911,2006,0.003
143,51,5611,2006,1.496
143,51,5911,2006,0.286
143,110,5611,2006,0
143,113,5611,2006,0.004
143,113,5911,2006,0
143,154,5611,2006,0.032
143,166,5611,2006,0.009
143,166,5911,2006,0
143,168,5611,2006,3.277
143,168,5911,2006,3.987
143,172,5611,2006,1.611
143,172,5911,2006,2.064
143,632,5611,2006,0.483
143,632,5911,2006,2.48
143,633,5611,2006,10.754
143,633,5911,2006,19.053
143,634,5611,2006,4.611
143,634,5911,2006,0.009
143,654,5611,2006,22.761
143,654,5911,2006,0
143,846,5611,2006,0.191
143,846,5911,2006,0
144,15,5611,2006,554.057
144,16,5611,2006,7.047
144,16,5911,2006,0.456
144,18,5611,2006,0.665
144,18,5911,2006,0.001
144,20,5611,2006,0.074
144,20,5911,2006,0
144,22,5611,2006,2.543
144,22,5911,2006,0.014
144,41,5611,2006,1.126
144,41,5911,2006,0.845
144,49,5611,2006,11.986
144,50,5611,2006,0.23
144,50,5911,2006,0
144,51,5611,2006,3.883
144,51,5911,2006,0.208
144,110,5611,2006,0.161
144,168,5611,2006,3.153
144,168,5911,2006,0.006
144,633,5611,2006,1.82
144,633,5911,2006,0
144,634,5611,2006,0.972
144,634,5911,2006,0
145,16,5611,2006,1.213
145,41,5611,2006,0.058
145,51,5611,2006,2.9
145,113,5611,2006,0
145,633,5611,2006,3.973
146,15,5611,2006,5.515
146,15,5911,2006,180.575
146,16,5611,2006,22.912
146,16,5911,2006,0.472
146,17,5611,2006,0
146,17,5911,2006,5.737
146,18,5611,2006,2.297
146,18,5911,2006,0.021
146,20,5611,2006,0.961
146,20,5911,2006,0.017
146,22,5611,2006,5.113
146,22,5911,2006,2.839
146,23,5611,2006,0.01
146,24,5611,2006,0.011
146,41,5611,2006,0.479
146,41,5911,2006,0.036
146,49,5611,2006,11.151
146,49,5911,2006,0
146,50,5611,2006,0.048
146,51,5611,2006,23.532
146,51,5911,2006,0.006
146,113,5611,2006,0.809
146,113,5911,2006,0.042
146,154,5611,2006,0.001
146,166,5611,2006,0.001
146,168,5611,2006,1.82
146,168,5911,2006,1.025
146,172,5611,2006,3.203
146,172,5911,2006,0
146,175,5611,2006,0
146,632,5611,2006,1.107
146,632,5911,2006,0.473
146,633,5611,2006,18.566
146,633,5911,2006,0.86
146,634,5611,2006,3.188
146,634,5911,2006,6.758
146,654,5611,2006,0.1
146,654,5911,2006,0
146,846,5611,2006,0.001
146,846,5911,2006,1.195
147,15,5611,2006,39.844
147,15,5911,2006,1.345
147,16,5611,2006,3
147,16,5911,2006,0.025
147,17,5611,2006,0
147,17,5911,2006,0
147,18,5611,2006,0.377
147,18,5911,2006,0
147,19,5611,2006,0
147,19,5911,2006,0
147,20,5611,2006,0.057
147,20,5911,2006,0
147,22,5611,2006,3
147,22,5911,2006,0.001
147,23,5611,2006,0.062
147,23,5911,2006,0
147,24,5611,2006,0
147,41,5611,2006,1.4
147,41,5911,2006,0.001
147,49,5611,2006,18.218
147,49,5911,2006,0
147,50,5611,2006,0
147,50,5911,2006,0
147,51,5611,2006,0.773
147,51,5911,2006,50
147,113,5611,2006,0.033
147,113,5911,2006,0.037
147,154,5611,2006,0
147,166,5611,2006,0
147,168,5611,2006,1.676
147,168,5911,2006,0.01
147,172,5611,2006,0.082
147,172,5911,2006,0
147,632,5611,2006,0.212
147,632,5911,2006,1.999
147,633,5611,2006,1.576
147,633,5911,2006,0.264
147,634,5611,2006,1
147,634,5911,2006,0.023
147,654,5611,2006,0.043
147,654,5911,2006,0
147,846,5611,2006,0.034
147,846,5911,2006,0
148,15,5611,2006,0
148,16,5611,2006,0.162
148,17,5611,2006,0
148,51,5611,2006,0.227
148,113,5611,2006,0
148,168,5611,2006,0.013
148,633,5611,2006,0.07
148,634,5611,2006,0.005
149,15,5611,2006,15.206
149,15,5911,2006,0.09
149,16,5611,2006,4.302
149,16,5911,2006,0.18
149,17,5611,2006,0
149,17,5911,2006,6.55
149,18,5611,2006,0.272
149,18,5911,2006,0.853
149,20,5611,2006,0.15
149,20,5911,2006,0.002
149,22,5611,2006,3.093
149,22,5911,2006,0.548
149,23,5611,2006,0.026
149,24,5611,2006,0.201
149,24,5911,2006,0
149,41,5611,2006,0.862
149,41,5911,2006,0.039
149,49,5611,2006,1.744
149,50,5611,2006,1.587
149,50,5911,2006,0
149,51,5611,2006,0.208
149,51,5911,2006,0.187
149,113,5611,2006,0.113
149,113,5911,2006,0.004
149,154,5611,2006,0.011
149,154,5911,2006,0
149,166,5611,2006,0.014
149,168,5611,2006,1.289
149,168,5911,2006,0.01
149,172,5611,2006,3.607
149,172,5911,2006,0.326
149,632,5611,2006,0.002
149,633,5611,2006,0.935
149,633,5911,2006,31.206
149,634,5611,2006,0.326
149,634,5911,2006,0.009
149,654,5911,2006,0
149,846,5611,2006,0
149,846,5911,2006,0
150,15,5611,2006,3986.529
150,15,5911,2006,345.759
150,16,5611,2006,290.173
150,16,5911,2006,293.895
150,17,5611,2006,499.358
150,17,5911,2006,323.026
150,18,5611,2006,40.364
150,18,5911,2006,12.08
150,19,5611,2006,0.338
150,19,5911,2006,1.141
150,20,5611,2006,54.892
150,20,5911,2006,31.782
150,22,5611,2006,204.958
150,22,5911,2006,242.685
150,23,5611,2006,11.776
150,23,5911,2006,73.388
150,24,5611,2006,7.513
150,24,5911,2006,12.155
150,41,5611,2006,31.77
150,41,5911,2006,82.104
150,49,5611,2006,62.911
150,49,5911,2006,182.773
150,50,5611,2006,2.104
150,50,5911,2006,3.819
150,51,5611,2006,366.571
150,51,5911,2006,1733.302
150,110,5611,2006,0.301
150,110,5911,2006,1.118
150,113,5611,2006,16.569
150,113,5911,2006,66.475
150,154,5611,2006,7.738
150,154,5911,2006,7.28
150,155,5611,2006,0.014
150,155,5911,2006,0.009
150,166,5611,2006,28.91
150,166,5911,2006,24.975
150,168,5611,2006,69.112
150,168,5911,2006,94.358
150,172,5611,2006,203.386
150,172,5911,2006,287.942
150,175,5611,2006,37.93
150,175,5911,2006,17.73
150,632,5611,2006,462.253
150,632,5911,2006,47.68
150,633,5611,2006,836.651
150,633,5911,2006,775.356
150,634,5611,2006,49.726
150,634,5911,2006,70.593
150,654,5611,2006,242.038
150,654,5911,2006,70.57
150,846,5611,2006,600.321
150,846,5911,2006,218
151,15,5611,2006,0.075
151,15,5911,2006,0.004
151,16,5611,2006,7.797
151,16,5911,2006,0.057
151,17,5911,2006,0
151,18,5611,2006,0.979
151,20,5611,2006,0.133
151,22,5611,2006,2.781
151,41,5611,2006,0.545
151,41,5911,2006,0
151,49,5611,2006,2
151,50,5611,2006,0.002
151,51,5611,2006,24
151,110,5611,2006,0.078
151,168,5611,2006,0.985
151,168,5911,2006,0.007
151,633,5611,2006,11.803
151,633,5911,2006,0.707
151,634,5611,2006,4.756
151,634,5911,2006,0
153,15,5611,2006,31.549
153,15,5911,2006,0
153,16,5611,2006,1.122
153,16,5911,2006,0.102
153,17,5611,2006,0.001
153,18,5611,2006,0.285
153,18,5911,2006,0
153,19,5611,2006,0
153,20,5611,2006,0.243
153,20,5911,2006,0
153,22,5611,2006,3.992
153,22,5911,2006,0.027
153,23,5611,2006,0
153,24,5611,2006,0.11
153,41,5611,2006,0.452
153,41,5911,2006,0
153,49,5611,2006,1.922
153,49,5911,2006,0
153,50,5611,2006,0.006
153,50,5911,2006,0
153,51,5611,2006,0.743
153,51,5911,2006,0.001
153,110,5611,2006,0
153,113,5611,2006,0.025
153,154,5611,2006,0.002
153,166,5611,2006,0
153,168,5611,2006,0.393
153,168,5911,2006,0.001
153,172,5611,2006,0.073
153,172,5911,2006,0
153,632,5611,2006,0.078
153,632,5911,2006,0
153,633,5611,2006,4.476
153,633,5911,2006,0.14
153,634,5611,2006,0.977
153,634,5911,2006,0
153,654,5911,2006,0
154,15,5611,2006,25.973
154,15,5911,2006,0.061
154,16,5611,2006,3.953
154,16,5911,2006,0.212
154,17,5611,2006,0.359
154,17,5911,2006,0.309
154,18,5611,2006,5.057
154,18,5911,2006,0.013
154,19,5611,2006,0
154,19,5911,2006,0.001
154,20,5611,2006,0.274
154,20,5911,2006,0.355
154,21,5611,2006,0.01
154,21,5911,2006,0
154,22,5611,2006,9.607
154,22,5911,2006,7.662
154,23,5611,2006,0.147
154,23,5911,2006,0.001
154,24,5611,2006,0.131
154,24,5911,2006,0
154,41,5611,2006,0.39
154,41,5911,2006,0.152
154,49,5611,2006,6.488
154,49,5911,2006,0
154,50,5611,2006,0
154,50,5911,2006,0
154,51,5611,2006,4.997
154,51,5911,2006,7.322
154,110,5611,2006,2.739
154,110,5911,2006,0.439
154,113,5611,2006,0.103
154,113,5911,2006,0
154,154,5611,2006,0.061
154,154,5911,2006,0.004
154,155,5611,2006,0
154,155,5911,2006,0
154,166,5611,2006,0.574
154,166,5911,2006,0.002
154,168,5611,2006,2.269
154,168,5911,2006,2.5
154,172,5611,2006,2.795
154,172,5911,2006,0.045
154,632,5611,2006,0.041
154,632,5911,2006,1.118
154,633,5611,2006,18.507
154,633,5911,2006,62.795
154,634,5611,2006,0.881
154,634,5911,2006,0.479
154,654,5611,2006,0
154,654,5911,2006,0
154,846,5611,2006,0.101
154,846,5911,2006,0
155,15,5611,2006,0
155,16,5611,2006,5.246
155,17,5611,2006,0
155,18,5611,2006,0.297
155,20,5611,2006,0.049
155,22,5611,2006,1.082
155,22,5911,2006,0
155,23,5611,2006,0
155,24,5611,2006,0
155,41,5611,2006,0.325
155,49,5611,2006,0.189
155,50,5611,2006,0
155,51,5611,2006,0.2
155,51,5911,2006,0
155,110,5611,2006,0.006
155,110,5911,2006,0
155,113,5611,2006,0.047
155,168,5611,2006,0.185
155,172,5611,2006,0
155,632,5611,2006,0.016
155,633,5611,2006,0.652
155,633,5911,2006,0
155,634,5611,2006,0.077
155,634,5911,2006,0
156,15,5611,2006,356.071
156,15,5911,2006,0.929
156,16,5611,2006,9.906
156,16,5911,2006,0.674
156,17,5611,2006,1.126
156,17,5911,2006,0.007
156,18,5611,2006,4.497
156,18,5911,2006,0.036
156,19,5611,2006,0.001
156,19,5911,2006,0
156,20,5611,2006,1.018
156,20,5911,2006,0.054
156,22,5611,2006,25.294
156,22,5911,2006,18.517
156,23,5611,2006,1.316
156,23,5911,2006,0
156,24,5611,2006,3.812
156,24,5911,2006,0.023
156,41,5611,2006,14.544
156,41,5911,2006,3.683
156,49,5611,2006,2.881
156,49,5911,2006,0.176
156,50,5611,2006,0.002
156,50,5911,2006,2.681
156,51,5611,2006,19.503
156,51,5911,2006,8.647
156,110,5611,2006,1.959
156,110,5911,2006,0.338
156,113,5611,2006,0.166
156,113,5911,2006,0.48
156,154,5611,2006,1.077
156,154,5911,2006,0
156,166,5611,2006,0.552
156,166,5911,2006,0
156,168,5611,2006,10.537
156,168,5911,2006,9.766
156,172,5611,2006,6.934
156,172,5911,2006,2.345
156,632,5611,2006,3.325
156,632,5911,2006,0.259
156,633,5611,2006,37.418
156,633,5911,2006,43.877
156,634,5611,2006,20.829
156,634,5911,2006,8.503
156,654,5611,2006,0
156,846,5611,2006,0.113
156,846,5911,2006,0
157,15,5611,2006,136.402
157,15,5911,2006,0.06
157,16,5611,2006,17.894
157,16,5911,2006,22.643
157,17,5611,2006,0
157,17,5911,2006,15.989
157,18,5611,2006,3.824
157,18,5911,2006,0
157,19,5611,2006,0
157,19,5911,2006,0
157,20,5611,2006,0.013
157,20,5911,2006,0
157,22,5611,2006,23.151
157,22,5911,2006,4.046
157,23,5611,2006,0
157,24,5611,2006,0
157,24,5911,2006,0
157,41,5611,2006,1.648
157,41,5911,2006,0.11
157,49,5611,2006,9.617
157,49,5911,2006,0
157,50,5611,2006,0.007
157,51,5611,2006,4.994
157,51,5911,2006,1.22
157,110,5611,2006,0
157,110,5911,2006,0
157,113,5611,2006,0.432
157,113,5911,2006,0.028
157,154,5611,2006,0
157,166,5611,2006,0
157,168,5611,2006,6.109
157,168,5911,2006,0.073
157,172,5611,2006,0.186
157,172,5911,2006,0
157,632,5611,2006,0.366
157,632,5911,2006,5.314
157,633,5611,2006,9.005
157,633,5911,2006,7.515
157,634,5611,2006,2.084
157,634,5911,2006,4.776
157,654,5611,2006,0
157,654,5911,2006,0
157,846,5611,2006,0.005
157,846,5911,2006,0
158,15,5611,2006,7.316
158,15,5911,2006,0
158,16,5611,2006,28.54
158,16,5911,2006,0.038
158,17,5611,2006,2.107
158,17,5911,2006,0
158,18,5611,2006,7.484
158,18,5911,2006,0.13
158,20,5611,2006,0.029
158,22,5611,2006,1.913
158,22,5911,2006,0.004
158,23,5611,2006,0.07
158,24,5611,2006,0.001
158,41,5611,2006,0.073
158,41,5911,2006,0
158,49,5611,2006,0.54
158,50,5611,2006,1.899
158,50,5911,2006,0
158,51,5611,2006,1.42
158,51,5911,2006,0
158,113,5611,2006,0.178
158,113,5911,2006,0
158,154,5611,2006,0
158,166,5611,2006,0
158,168,5611,2006,1.894
158,168,5911,2006,0.027
158,172,5611,2006,0.147
158,172,5911,2006,0
158,632,5611,2006,0.004
158,633,5611,2006,0.407
158,633,5911,2006,0.003
158,634,5611,2006,0.783
158,634,5911,2006,0.019
158,654,5611,2006,0
158,846,5611,2006,0
159,15,5611,2006,3243.998
159,15,5911,2006,0.015
159,16,5611,2006,0.126
159,16,5911,2006,3.016
159,17,5611,2006,0
159,17,5911,2006,240.906
159,18,5611,2006,0.588
159,20,5611,2006,0.017
159,20,5911,2006,0.002
159,22,5611,2006,0.266
159,22,5911,2006,0.609
159,23,5611,2006,0.003
159,24,5611,2006,0.22
159,41,5611,2006,2.22
159,49,5611,2006,70.713
159,50,5611,2006,1.702
159,51,5611,2006,1.438
159,51,5911,2006,2.416
159,113,5611,2006,0.003
159,154,5611,2006,0.009
159,166,5611,2006,0
159,168,5611,2006,0.328
159,168,5911,2006,0.614
159,172,5611,2006,42.134
159,172,5911,2006,0.011
159,632,5611,2006,74.862
159,633,5611,2006,11.608
